index,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
60,1075,Caldera Brewing Company,1277846123,4.0,4.5,4.0,zoso1967,Rauchbier,3.5,4.0,Rauch Ür Bock,7.4,58046
61,1075,Caldera Brewing Company,1275779614,4.0,4.5,3.5,Halcyondays,Rauchbier,3.5,4.0,Rauch Ür Bock,7.4,58046
62,1075,Caldera Brewing Company,1273021280,4.0,4.5,3.5,msubulldog25,Rauchbier,4.5,4.0,Rauch Ür Bock,7.4,58046
63,1075,Caldera Brewing Company,1251327677,4.0,3.5,3.5,NJpadreFan,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
64,1075,Caldera Brewing Company,1250928902,2.5,3.0,3.5,vacax,American Pale Ale (APA),3.5,2.5,Caldera Pale Ale,5.5,25414
65,1075,Caldera Brewing Company,1249866208,4.0,3.5,4.0,d0ggnate,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
66,1075,Caldera Brewing Company,1310259440,4.5,4.5,4.5,Cyberkedi,American Porter,4.5,5.0,Pilot Rock Porter,5.8,10788
67,1075,Caldera Brewing Company,1249847121,4.5,3.5,4.0,babyhobbes,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
68,1075,Caldera Brewing Company,1249556277,4.5,3.5,4.0,mdagnew,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
69,1075,Caldera Brewing Company,1249347819,4.0,3.5,4.5,mikesgroove,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
70,1075,Caldera Brewing Company,1248223105,4.0,3.5,4.0,hdofu,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
71,1075,Caldera Brewing Company,1248142715,3.5,4.0,3.5,argock,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
72,1075,Caldera Brewing Company,1247611689,3.5,4.0,4.0,Seanibus,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
73,1075,Caldera Brewing Company,1246913078,5.0,4.0,4.5,GratefulBeerGuy,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
74,1075,Caldera Brewing Company,1208019450,3.5,4.0,3.5,MuenchenerKindl,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
75,1075,Caldera Brewing Company,1246835039,4.5,4.0,4.0,PDXHops,American Pale Ale (APA),4.5,4.5,Caldera Pale Ale,5.5,25414
76,1075,Caldera Brewing Company,1245632401,4.0,4.0,4.0,IMincedTheKing,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
77,1075,Caldera Brewing Company,1245007399,4.0,3.5,4.0,Goliath,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
78,1075,Caldera Brewing Company,1243386855,4.0,3.5,3.5,zeff80,American Pale Ale (APA),4.0,4.5,Caldera Pale Ale,5.5,25414
79,1075,Caldera Brewing Company,1243111472,4.0,3.5,4.0,akorsak,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
80,1075,Caldera Brewing Company,1242695740,4.0,3.0,3.5,wchesak,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
81,1075,Caldera Brewing Company,1242591041,3.5,3.5,3.5,beer2day,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
82,1075,Caldera Brewing Company,1240194272,4.0,3.5,2.5,bfields4,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
83,1075,Caldera Brewing Company,1239404031,4.0,4.0,4.0,dyan,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
84,1075,Caldera Brewing Company,1238806680,3.5,3.5,4.0,Monkeyknife,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
85,1075,Caldera Brewing Company,1238102425,4.5,4.0,4.0,HopDerek,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
86,1075,Caldera Brewing Company,1237995185,4.5,4.0,4.5,djeucalyptus,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
87,1075,Caldera Brewing Company,1235940573,5.0,3.5,4.0,mtrentm,American Pale Ale (APA),4.0,5.0,Caldera Pale Ale,5.5,25414
88,1075,Caldera Brewing Company,1235869779,5.0,4.0,4.5,maximum12,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
89,1075,Caldera Brewing Company,1235799776,3.5,4.0,3.5,blackie,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
90,1075,Caldera Brewing Company,1234402493,4.0,3.5,3.5,JayQue,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
91,1075,Caldera Brewing Company,1234301164,4.5,3.5,3.5,bbothen,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
92,1075,Caldera Brewing Company,1234289072,4.0,4.0,4.0,Kegatron,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
93,1075,Caldera Brewing Company,1233532055,4.0,4.0,4.0,CrellMoset,American Pale Ale (APA),4.5,3.5,Caldera Pale Ale,5.5,25414
94,1075,Caldera Brewing Company,1233527792,3.5,3.0,3.5,beerman21,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
95,1075,Caldera Brewing Company,1276458339,4.0,4.0,4.0,joepais,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
96,1075,Caldera Brewing Company,1233438861,4.0,4.0,4.0,BeerSox,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
97,1075,Caldera Brewing Company,1232762866,3.5,4.0,3.5,Proteus93,American Pale Ale (APA),3.0,4.0,Caldera Pale Ale,5.5,25414
98,1075,Caldera Brewing Company,1231859071,3.5,3.5,3.5,hopdog,American Pale Ale (APA),3.0,3.5,Caldera Pale Ale,5.5,25414
99,1075,Caldera Brewing Company,1231644832,4.0,3.5,3.5,gford217,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
100,1075,Caldera Brewing Company,1228286719,4.0,3.0,4.0,thehand,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
101,1075,Caldera Brewing Company,1227368772,4.5,4.0,4.0,GbVDave,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
102,1075,Caldera Brewing Company,1222211380,3.0,3.0,3.5,dfitch81,American Pale Ale (APA),3.0,2.5,Caldera Pale Ale,5.5,25414
103,1075,Caldera Brewing Company,1220215328,3.5,3.5,4.0,RJLarse,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
104,1075,Caldera Brewing Company,1275798498,4.0,4.0,4.0,Beejay,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
105,1075,Caldera Brewing Company,1219023488,4.5,4.5,4.5,SurlyDuff,American Pale Ale (APA),4.5,4.5,Caldera Pale Ale,5.5,25414
106,1075,Caldera Brewing Company,1218509484,4.0,4.0,4.0,Wetpaperbag,American Pale Ale (APA),3.0,3.5,Caldera Pale Ale,5.5,25414
107,1075,Caldera Brewing Company,1217377327,4.5,4.0,4.0,largadeer,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
108,1075,Caldera Brewing Company,1216870136,3.5,4.5,4.0,cswhitehorse,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
109,1075,Caldera Brewing Company,1216764325,4.0,4.0,3.5,elniko,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
110,1075,Caldera Brewing Company,1215737527,4.5,4.0,4.0,deltatauhobbit,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
111,1075,Caldera Brewing Company,1215478984,4.0,4.0,4.5,woemad,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
112,1075,Caldera Brewing Company,1215388875,4.5,4.0,3.5,czechsaaz,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
113,1075,Caldera Brewing Company,1210468644,4.0,4.0,4.5,Wasatch,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
114,1075,Caldera Brewing Company,1208444405,4.5,4.0,3.5,oberon,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
115,1075,Caldera Brewing Company,1310518783,4.0,4.0,4.5,Urbancaver,Belgian Strong Dark Ale,4.0,3.5,Vas Deferens Ale,8.1,58920
116,1075,Caldera Brewing Company,1207375871,3.5,4.0,5.0,ccrida,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
117,1075,Caldera Brewing Company,1206403506,4.5,3.5,3.0,brentk56,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
118,1075,Caldera Brewing Company,1206326545,5.0,4.0,3.5,BeerZack,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
119,1075,Caldera Brewing Company,1205302160,4.0,3.5,3.5,russpowell,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
120,1075,Caldera Brewing Company,1204256003,4.0,3.5,4.0,Spikester,American Pale Ale (APA),3.0,4.0,Caldera Pale Ale,5.5,25414
121,1075,Caldera Brewing Company,1199158664,3.0,2.5,3.0,Dubbercody,American Pale Ale (APA),3.0,3.0,Caldera Pale Ale,5.5,25414
122,1075,Caldera Brewing Company,1198817492,3.0,4.0,3.5,ChainGangGuy,American Pale Ale (APA),3.5,3.0,Caldera Pale Ale,5.5,25414
123,1075,Caldera Brewing Company,1190043490,4.5,4.0,4.5,Vancer,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
124,1075,Caldera Brewing Company,1188970905,4.5,3.5,3.5,ghostwalker,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
125,1075,Caldera Brewing Company,1186867975,4.0,4.0,4.5,udubdawg,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
126,1075,Caldera Brewing Company,1275439462,4.0,3.5,2.5,Bfarr,American Pale Ale (APA),3.0,4.5,Caldera Pale Ale,5.5,25414
127,1075,Caldera Brewing Company,1182308568,4.0,4.0,4.0,cburian,American Pale Ale (APA),4.0,4.5,Caldera Pale Ale,5.5,25414
128,1075,Caldera Brewing Company,1181450867,4.5,4.0,4.0,flexabull,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
129,1075,Caldera Brewing Company,1177638920,4.0,3.0,3.5,mnwags,American Pale Ale (APA),2.5,3.5,Caldera Pale Ale,5.5,25414
130,1075,Caldera Brewing Company,1170714306,4.5,4.0,3.5,NeroFiddled,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
131,1075,Caldera Brewing Company,1160699043,5.0,4.0,3.5,IntriqKen,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
132,1075,Caldera Brewing Company,1160265839,3.5,4.0,3.0,JoshD,American Pale Ale (APA),3.5,3.0,Caldera Pale Ale,5.5,25414
133,1075,Caldera Brewing Company,1157665307,4.0,3.5,4.0,lackenhauser,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
134,1075,Caldera Brewing Company,1154568582,4.5,4.0,4.0,kgotcher,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
135,1075,Caldera Brewing Company,1154067787,4.5,4.0,3.0,MLegendre,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
136,1075,Caldera Brewing Company,1148947298,3.0,4.0,4.0,freed,American Pale Ale (APA),3.0,3.0,Caldera Pale Ale,5.5,25414
137,1075,Caldera Brewing Company,1147643598,4.0,4.0,3.5,ddarden,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
138,1075,Caldera Brewing Company,1147583357,4.0,4.0,3.5,ElGordo,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
139,1075,Caldera Brewing Company,1132082651,4.5,4.5,4.5,BuckeyeNation,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
140,1075,Caldera Brewing Company,1124731747,4.0,3.5,4.0,Reidrover,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
141,1075,Caldera Brewing Company,1326212716,4.0,4.0,4.0,BeerLover99,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
142,1075,Caldera Brewing Company,1322517349,3.5,4.0,3.5,syrupjoe,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
143,1075,Caldera Brewing Company,1321322911,4.0,4.5,4.0,BrewerB,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
144,1075,Caldera Brewing Company,1274928281,4.0,4.0,3.5,robwestcott,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
145,1075,Caldera Brewing Company,1320470970,3.5,3.5,4.5,vande,American Pale Ale (APA),4.0,3.0,Caldera Pale Ale,5.5,25414
146,1075,Caldera Brewing Company,1320422191,4.0,3.5,4.0,ColForbinBC,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
147,1075,Caldera Brewing Company,1318247779,3.0,2.5,3.5,harrymel,American Pale Ale (APA),3.5,3.0,Caldera Pale Ale,5.5,25414
148,1075,Caldera Brewing Company,1316727048,4.0,3.5,4.5,woosterbill,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
149,1075,Caldera Brewing Company,1315501843,4.0,4.0,4.5,ReelBigwigFish,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
150,1075,Caldera Brewing Company,1315424611,4.0,4.0,4.0,cbarrett4,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
151,1075,Caldera Brewing Company,1313814599,4.0,3.5,4.0,chodinheaven,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
152,1075,Caldera Brewing Company,1313539369,3.5,3.5,3.5,Beerandraiderfan,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
153,1075,Caldera Brewing Company,1313538701,4.0,3.5,4.5,MrVonzipper,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
154,1075,Caldera Brewing Company,1274919895,4.0,4.0,4.0,tempest,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
155,1075,Caldera Brewing Company,1313344297,3.5,3.5,3.5,witster18,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
156,1075,Caldera Brewing Company,1313205214,4.0,3.5,3.5,jeff1973,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
157,1075,Caldera Brewing Company,1312859109,4.0,4.0,4.0,Duff27,American Pale Ale (APA),3.5,4.5,Caldera Pale Ale,5.5,25414
158,1075,Caldera Brewing Company,1311635079,3.0,3.0,4.0,Phelps,American Pale Ale (APA),4.0,3.0,Caldera Pale Ale,5.5,25414
159,1075,Caldera Brewing Company,1310596490,3.5,3.5,4.0,mgbickel,American Pale Ale (APA),3.0,3.5,Caldera Pale Ale,5.5,25414
160,1075,Caldera Brewing Company,1309143059,3.0,3.5,4.0,Jimmys,American Pale Ale (APA),3.5,2.5,Caldera Pale Ale,5.5,25414
161,1075,Caldera Brewing Company,1307926374,4.0,4.0,4.0,Scotchboy,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
162,1075,Caldera Brewing Company,1307228809,3.0,3.5,4.0,TheGordianKnot,American Pale Ale (APA),3.0,3.0,Caldera Pale Ale,5.5,25414
163,1075,Caldera Brewing Company,1306801312,3.5,3.5,3.5,loren01,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
164,1075,Caldera Brewing Company,1305443533,3.5,3.5,3.5,rootbeerman,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
165,1075,Caldera Brewing Company,1304919405,4.0,4.0,4.5,corby112,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
166,1075,Caldera Brewing Company,1304775252,3.5,3.5,4.0,inlimbo77,American Pale Ale (APA),3.5,3.5,Caldera Pale Ale,5.5,25414
167,1075,Caldera Brewing Company,1302318720,4.5,5.0,4.5,youradhere,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
168,1075,Caldera Brewing Company,1299616654,2.5,3.5,4.0,Thorpe429,American Pale Ale (APA),2.0,2.5,Caldera Pale Ale,5.5,25414
169,1075,Caldera Brewing Company,1299469158,4.0,3.5,4.0,FosterJM,American Pale Ale (APA),4.0,4.5,Caldera Pale Ale,5.5,25414
170,1075,Caldera Brewing Company,1298677831,4.5,2.0,2.0,bobhits,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
171,1075,Caldera Brewing Company,1298604088,3.5,3.5,3.5,u2carew,American Pale Ale (APA),3.0,3.5,Caldera Pale Ale,5.5,25414
172,1075,Caldera Brewing Company,1296947205,3.0,3.5,4.0,beerman207,American Pale Ale (APA),3.0,4.0,Caldera Pale Ale,5.5,25414
173,1075,Caldera Brewing Company,1286931306,3.5,4.0,4.0,hawks10,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
174,1075,Caldera Brewing Company,1296194634,3.5,3.5,4.0,BEERchitect,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
175,1075,Caldera Brewing Company,1292368869,4.0,3.5,4.0,msubulldog25,American Pale Ale (APA),3.5,4.0,Caldera Pale Ale,5.5,25414
176,1075,Caldera Brewing Company,1291082909,4.0,3.5,3.5,climax,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
177,1075,Caldera Brewing Company,1289995470,4.0,4.0,5.0,AEK,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
178,1075,Caldera Brewing Company,1288306896,3.0,3.0,3.0,Tilley4,American Pale Ale (APA),2.5,3.0,Caldera Pale Ale,5.5,25414
179,1075,Caldera Brewing Company,1288229762,4.5,4.5,4.0,wcudwight,American Pale Ale (APA),4.5,4.0,Caldera Pale Ale,5.5,25414
180,1075,Caldera Brewing Company,1288124891,4.0,3.0,4.0,kzoobrew,American Pale Ale (APA),3.5,3.0,Caldera Pale Ale,5.5,25414
181,1075,Caldera Brewing Company,1286887230,4.5,4.0,4.5,dudemuskie,American Pale Ale (APA),4.0,4.0,Caldera Pale Ale,5.5,25414
182,1075,Caldera Brewing Company,1286770715,4.0,4.0,4.0,elgiacomo,American Pale Ale (APA),4.0,3.5,Caldera Pale Ale,5.5,25414
183,1075,Caldera Brewing Company,1285123300,4.0,3.0,4.0,ArrogantB,American Pale Ale (APA),4.0,2.5,Caldera Pale Ale,5.5,25414
